repository,file_path,extension,size_bytes,total_thrust,nvidia_apis,thrust_patterns
NVIDIA/cccl,thrust/testing/scan.cu,.cu,24640,347,39,"{'thrust::': 148, '#include\\s*<thrust/': 8, 'thrust\\s*::\\s*\\w+': 148, 'device_vector\\s*<': 26, 'host_vector\\s*<': 17}"
NVIDIA/cccl,thrust/testing/unique_by_key.cu,.cu,18025,353,30,"{'thrust::': 149, '#include\\s*<thrust/': 4, 'thrust\\s*::\\s*\\w+': 149, 'device_vector\\s*<': 28, 'host_vector\\s*<': 23}"
NVIDIA/cccl,cub/test/catch2_test_device_radix_sort_custom.cu,.cu,51296,371,2,"{'thrust::': 107, '#include\\s*<thrust/': 5, 'thrust\\s*::\\s*\\w+': 107, 'device_vector\\s*<': 138, 'host_vector\\s*<': 14}"
NVIDIA/cccl,thrust/testing/remove.cu,.cu,17267,336,16,"{'thrust::': 141, '#include\\s*<thrust/': 6, 'thrust\\s*::\\s*\\w+': 141, 'device_vector\\s*<': 30, 'host_vector\\s*<': 18}"
NVIDIA/cccl,thrust/thrust/transform.h,.h,47780,262,46,"{'thrust::': 115, '#include\\s*<thrust/': 32, 'thrust\\s*::\\s*\\w+': 115}"
ROCm/rocThrust,testing/partition.cu,.cu,49139,1130,116,"{'thrust::': 492, '#include\\s*<thrust/': 6, 'thrust\\s*::\\s*\\w+': 492, 'device_vector\\s*<': 78, 'host_vector\\s*<': 62}"
ROCm/rocThrust,thrust/binary_search.h,.h,81824,724,0,"{'thrust::': 292, '#include\\s*<thrust/': 88, 'thrust\\s*::\\s*\\w+': 292, 'device_vector\\s*<': 52}"
ROCm/rocThrust,testing/transform.cu,.cu,25515,491,61,"{'thrust::': 210, '#include\\s*<thrust/': 7, 'thrust\\s*::\\s*\\w+': 210, 'device_vector\\s*<': 37, 'host_vector\\s*<': 27}"
ROCm/rocThrust,testing/copy.cu,.cu,22736,398,26,"{'thrust::': 164, '#include\\s*<thrust/': 10, 'thrust\\s*::\\s*\\w+': 164, 'device_vector\\s*<': 34, 'host_vector\\s*<': 26}"
ROCm/rocThrust,testing/complex.cu,.cu,26021,417,0,"{'thrust::': 199, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 199, 'device_vector\\s*<': 1, 'host_vector\\s*<': 16}"
ROCm/rocThrust,testing/async_reduce.cu,.cu,36706,399,12,"{'thrust::': 185, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 185, 'device_vector\\s*<': 18, 'host_vector\\s*<': 10}"
ROCm/rocThrust,testing/unique_by_key.cu,.cu,18954,361,30,"{'thrust::': 153, '#include\\s*<thrust/': 4, 'thrust\\s*::\\s*\\w+': 153, 'device_vector\\s*<': 28, 'host_vector\\s*<': 23}"
ROCm/rocThrust,testing/scan.cu,.cu,24399,345,38,"{'thrust::': 149, '#include\\s*<thrust/': 8, 'thrust\\s*::\\s*\\w+': 149, 'device_vector\\s*<': 22, 'host_vector\\s*<': 17}"
ROCm/rocThrust,testing/remove.cu,.cu,18949,356,22,"{'thrust::': 151, '#include\\s*<thrust/': 6, 'thrust\\s*::\\s*\\w+': 151, 'device_vector\\s*<': 30, 'host_vector\\s*<': 18}"
ROCm/rocThrust,testing/tuple.cu,.cu,22116,316,0,"{'thrust::': 153, '#include\\s*<thrust/': 3, 'thrust\\s*::\\s*\\w+': 153, 'device_vector\\s*<': 2, 'host_vector\\s*<': 5}"
Picsart-AI-Research/LIVE-Layerwise-Image-Vectorization,DiffVG/thrust/testing/partition.cu,.cu,57271,1130,116,"{'thrust::': 492, '#include\\s*<thrust/': 6, 'thrust\\s*::\\s*\\w+': 492, 'device_vector\\s*<': 78, 'host_vector\\s*<': 62}"
Picsart-AI-Research/LIVE-Layerwise-Image-Vectorization,DiffVG/thrust/thrust/binary_search.h,.h,83645,724,0,"{'thrust::': 292, '#include\\s*<thrust/': 88, 'thrust\\s*::\\s*\\w+': 292, 'device_vector\\s*<': 52}"
Picsart-AI-Research/LIVE-Layerwise-Image-Vectorization,DiffVG/thrust/testing/transform.cu,.cu,27167,491,61,"{'thrust::': 210, '#include\\s*<thrust/': 7, 'thrust\\s*::\\s*\\w+': 210, 'device_vector\\s*<': 37, 'host_vector\\s*<': 27}"
Picsart-AI-Research/LIVE-Layerwise-Image-Vectorization,DiffVG/thrust/testing/copy.cu,.cu,23265,409,26,"{'thrust::': 168, '#include\\s*<thrust/': 9, 'thrust\\s*::\\s*\\w+': 168, 'device_vector\\s*<': 36, 'host_vector\\s*<': 28}"
Picsart-AI-Research/LIVE-Layerwise-Image-Vectorization,DiffVG/thrust/testing/remove.cu,.cu,21934,360,22,"{'thrust::': 153, '#include\\s*<thrust/': 6, 'thrust\\s*::\\s*\\w+': 153, 'device_vector\\s*<': 30, 'host_vector\\s*<': 18}"
Picsart-AI-Research/LIVE-Layerwise-Image-Vectorization,DiffVG/thrust/testing/scan.cu,.cu,22751,332,35,"{'thrust::': 143, '#include\\s*<thrust/': 7, 'thrust\\s*::\\s*\\w+': 143, 'device_vector\\s*<': 22, 'host_vector\\s*<': 17}"
Picsart-AI-Research/LIVE-Layerwise-Image-Vectorization,DiffVG/thrust/testing/async_reduce.cu,.cu,34184,351,6,"{'thrust::': 161, '#include\\s*<thrust/': 5, 'thrust\\s*::\\s*\\w+': 161, 'device_vector\\s*<': 14, 'host_vector\\s*<': 10}"
Picsart-AI-Research/LIVE-Layerwise-Image-Vectorization,DiffVG/thrust/testing/unique_by_key.cu,.cu,15785,297,23,"{'thrust::': 126, '#include\\s*<thrust/': 4, 'thrust\\s*::\\s*\\w+': 126, 'device_vector\\s*<': 22, 'host_vector\\s*<': 19}"
Picsart-AI-Research/LIVE-Layerwise-Image-Vectorization,DiffVG/thrust/thrust/functional.h,.h,54353,301,13,"{'thrust::': 104, '#include\\s*<thrust/': 63, 'thrust\\s*::\\s*\\w+': 104, 'device_vector\\s*<': 30}"
Picsart-AI-Research/LIVE-Layerwise-Image-Vectorization,DiffVG/thrust/thrust/set_operations.h,.h,183272,312,0,"{'thrust::': 124, '#include\\s*<thrust/': 64, 'thrust\\s*::\\s*\\w+': 124}"
MultithreadCorner/Hydra,hydra/detail/utility/Utility_Tuple.h,.h,54474,688,34,"{'thrust::': 344, 'thrust\\s*::\\s*\\w+': 344}"
MultithreadCorner/Hydra,hydra/multivector.h,.h,51713,576,60,"{'thrust::': 288, 'thrust\\s*::\\s*\\w+': 288}"
MultithreadCorner/Hydra,hydra/detail/external/hydra_thrust/binary_search.h,.h,89188,636,0,"{'thrust::': 292, 'thrust\\s*::\\s*\\w+': 292, 'device_vector\\s*<': 52}"
MultithreadCorner/Hydra,hydra/multiarray.h,.h,41629,292,58,"{'thrust::': 146, 'thrust\\s*::\\s*\\w+': 146}"
MultithreadCorner/Hydra,hydra/detail/external/hydra_thrust/functional.h,.h,57991,238,13,"{'thrust::': 104, 'thrust\\s*::\\s*\\w+': 104, 'device_vector\\s*<': 30}"
MultithreadCorner/Hydra,hydra/detail/external/hydra_thrust/set_operations.h,.h,189442,248,0,"{'thrust::': 124, 'thrust\\s*::\\s*\\w+': 124}"
MultithreadCorner/Hydra,hydra/detail/external/hydra_thrust/sort.h,.h,62977,174,14,"{'thrust::': 85, 'thrust\\s*::\\s*\\w+': 85, 'device_vector\\s*<': 4}"
MultithreadCorner/Hydra,hydra/detail/external/hydra_thrust/iterator/detail/iterator_facade_category.h,.h,10777,168,0,"{'thrust::': 84, 'thrust\\s*::\\s*\\w+': 84}"
MultithreadCorner/Hydra,hydra/detail/external/hydra_thrust/scan.h,.h,82379,152,10,"{'thrust::': 76, 'thrust\\s*::\\s*\\w+': 76}"
MultithreadCorner/Hydra,hydra/detail/external/hydra_thrust/unique.h,.h,55502,162,0,"{'thrust::': 81, 'thrust\\s*::\\s*\\w+': 81}"
rapidsai/cugraph,cpp/src/prims/detail/sample_and_compute_local_nbr_indices.cuh,.cuh,316077,897,244,"{'thrust::': 444, '#include\\s*<thrust/': 9, 'thrust\\s*::\\s*\\w+': 444}"
rapidsai/cugraph,cpp/src/sampling/sampling_post_processing_impl.cuh,.cuh,194384,915,190,"{'thrust::': 452, '#include\\s*<thrust/': 11, 'thrust\\s*::\\s*\\w+': 452}"
rapidsai/cugraph,cpp/tests/sampling/detail/sampling_post_processing_validate.cu,.cu,92052,321,66,"{'thrust::': 156, '#include\\s*<thrust/': 9, 'thrust\\s*::\\s*\\w+': 156}"
rapidsai/cugraph,cpp/src/prims/detail/per_v_transform_reduce_e.cuh,.cuh,194537,268,76,"{'thrust::': 129, '#include\\s*<thrust/': 10, 'thrust\\s*::\\s*\\w+': 129}"
rapidsai/cugraph,cpp/tests/utilities/validation_utilities.cu,.cu,31518,224,106,"{'thrust::': 110, '#include\\s*<thrust/': 4, 'thrust\\s*::\\s*\\w+': 110}"
rapidsai/cugraph,cpp/src/prims/detail/nbr_intersection.cuh,.cuh,96698,204,43,"{'thrust::': 92, '#include\\s*<thrust/': 20, 'thrust\\s*::\\s*\\w+': 92}"
rapidsai/cugraph,cpp/include/cugraph/utilities/shuffle_comm.cuh,.cuh,64734,209,19,"{'thrust::': 97, '#include\\s*<thrust/': 15, 'thrust\\s*::\\s*\\w+': 97}"
rapidsai/cugraph,cpp/src/structure/symmetrize_edgelist_impl.cuh,.cuh,62161,196,27,"{'thrust::': 92, '#include\\s*<thrust/': 12, 'thrust\\s*::\\s*\\w+': 92}"
rapidsai/cugraph,cpp/tests/traversal/detail/graph500_validation_utils.cuh,.cuh,49102,173,43,"{'thrust::': 82, '#include\\s*<thrust/': 9, 'thrust\\s*::\\s*\\w+': 82}"
rapidsai/cugraph,cpp/src/structure/create_graph_from_edgelist_impl.cuh,.cuh,134576,174,22,"{'thrust::': 83, '#include\\s*<thrust/': 8, 'thrust\\s*::\\s*\\w+': 83}"
ArtyZe/yolo_segmentation,include/cuda/thrust/binary_search.h,.h,83645,724,0,"{'thrust::': 292, '#include\\s*<thrust/': 88, 'thrust\\s*::\\s*\\w+': 292, 'device_vector\\s*<': 52}"
ArtyZe/yolo_segmentation,include/cuda/thrust/functional.h,.h,49933,319,13,"{'thrust::': 113, '#include\\s*<thrust/': 63, 'thrust\\s*::\\s*\\w+': 113, 'device_vector\\s*<': 30}"
ArtyZe/yolo_segmentation,include/cuda/thrust/set_operations.h,.h,183272,312,0,"{'thrust::': 124, '#include\\s*<thrust/': 64, 'thrust\\s*::\\s*\\w+': 124}"
ArtyZe/yolo_segmentation,include/cuda/thrust/sort.h,.h,60016,227,14,"{'thrust::': 85, '#include\\s*<thrust/': 53, 'thrust\\s*::\\s*\\w+': 85, 'device_vector\\s*<': 4}"
ArtyZe/yolo_segmentation,include/cuda/thrust/detail/tuple_transform.h,.h,13669,228,0,"{'thrust::': 113, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 113}"
ArtyZe/yolo_segmentation,include/cuda/thrust/scan.h,.h,75270,200,10,"{'thrust::': 76, '#include\\s*<thrust/': 48, 'thrust\\s*::\\s*\\w+': 76}"
ArtyZe/yolo_segmentation,include/cuda/thrust/iterator/detail/iterator_facade_category.h,.h,9972,178,0,"{'thrust::': 84, '#include\\s*<thrust/': 10, 'thrust\\s*::\\s*\\w+': 84}"
ArtyZe/yolo_segmentation,include/cuda/thrust/device_reference.h,.h,28518,177,0,"{'thrust::': 64, '#include\\s*<thrust/': 27, 'thrust\\s*::\\s*\\w+': 64, 'device_vector\\s*<': 22}"
ArtyZe/yolo_segmentation,include/cuda/thrust/partition.h,.h,66850,164,0,"{'thrust::': 63, '#include\\s*<thrust/': 38, 'thrust\\s*::\\s*\\w+': 63}"
ArtyZe/yolo_segmentation,include/cuda/thrust/reduce.h,.h,37074,141,18,"{'thrust::': 58, '#include\\s*<thrust/': 25, 'thrust\\s*::\\s*\\w+': 58}"
oneapi-src/SYCLomatic,clang/test/dpct/thrust-algo.cu,.cu,84734,1563,35,"{'thrust::': 704, '#include\\s*<thrust/': 27, 'thrust\\s*::\\s*\\w+': 704, 'device_vector\\s*<': 66, 'host_vector\\s*<': 62}"
oneapi-src/SYCLomatic,clang/test/dpct/query_api_mapping/Thrust/thrust_api_test_p4.cu,.cu,72743,868,42,"{'thrust::': 368, 'thrust\\s*::\\s*\\w+': 368, 'device_vector\\s*<': 100, 'host_vector\\s*<': 32}"
oneapi-src/SYCLomatic,clang/test/dpct/thrust-for-h2o4gpu.cu,.cu,31588,555,42,"{'thrust::': 224, '#include\\s*<thrust/': 17, 'thrust\\s*::\\s*\\w+': 224, 'device_vector\\s*<': 65, 'host_vector\\s*<': 25}"
oneapi-src/SYCLomatic,clang/test/dpct/thrust-algo-part3.cu,.cu,22661,413,0,"{'thrust::': 180, '#include\\s*<thrust/': 9, 'thrust\\s*::\\s*\\w+': 180, 'device_vector\\s*<': 23, 'host_vector\\s*<': 21}"
oneapi-src/SYCLomatic,clang/test/dpct/thrust-algo-raw-ptr-noneusm.cu,.cu,46822,391,4,"{'thrust::': 172, '#include\\s*<thrust/': 22, 'thrust\\s*::\\s*\\w+': 172, 'device_vector\\s*<': 12, 'host_vector\\s*<': 13}"
oneapi-src/SYCLomatic,clang/test/dpct/query_api_mapping/Thrust/thrust_api_test_p3.cu,.cu,22606,293,22,"{'thrust::': 132, 'thrust\\s*::\\s*\\w+': 132, 'device_vector\\s*<': 24, 'host_vector\\s*<': 5}"
oneapi-src/SYCLomatic,clang/test/dpct/query_api_mapping/test_all.cu,.cu,85808,280,20,"{'thrust::': 140, 'thrust\\s*::\\s*\\w+': 140}"
oneapi-src/SYCLomatic,clang/test/dpct/thrust_template.cu,.cu,12443,229,7,"{'thrust::': 101, '#include\\s*<thrust/': 18, 'thrust\\s*::\\s*\\w+': 101, 'device_vector\\s*<': 6, 'host_vector\\s*<': 3}"
oneapi-src/SYCLomatic,clang/test/dpct/thrust-for-hypre.cu,.cu,11090,201,9,"{'thrust::': 93, '#include\\s*<thrust/': 7, 'thrust\\s*::\\s*\\w+': 93, 'device_vector\\s*<': 8}"
oneapi-src/SYCLomatic,clang/test/dpct/thrust-algo-part2.cu,.cu,12236,180,0,"{'thrust::': 77, '#include\\s*<thrust/': 6, 'thrust\\s*::\\s*\\w+': 77, 'device_vector\\s*<': 10, 'host_vector\\s*<': 10}"
Gfans/UnifiedParticleFrameworkCUDA,src/headers/cuda7.0_include/include/thrust/binary_search.h,.h,83645,724,0,"{'thrust::': 292, '#include\\s*<thrust/': 88, 'thrust\\s*::\\s*\\w+': 292, 'device_vector\\s*<': 52}"
Gfans/UnifiedParticleFrameworkCUDA,src/headers/cuda7.0_include/include/thrust/functional.h,.h,47617,303,12,"{'thrust::': 108, '#include\\s*<thrust/': 59, 'thrust\\s*::\\s*\\w+': 108, 'device_vector\\s*<': 28}"
Gfans/UnifiedParticleFrameworkCUDA,src/headers/cuda7.0_include/include/thrust/set_operations.h,.h,183272,312,0,"{'thrust::': 124, '#include\\s*<thrust/': 64, 'thrust\\s*::\\s*\\w+': 124}"
Gfans/UnifiedParticleFrameworkCUDA,src/headers/cuda7.0_include/include/thrust/sort.h,.h,60016,227,14,"{'thrust::': 85, '#include\\s*<thrust/': 53, 'thrust\\s*::\\s*\\w+': 85, 'device_vector\\s*<': 4}"
Gfans/UnifiedParticleFrameworkCUDA,src/headers/cuda7.0_include/include/thrust/system/cuda/detail/bulk/detail/tuple_transform.hpp,.hpp,13797,229,0,"{'thrust::': 113, '#include\\s*<thrust/': 3, 'thrust\\s*::\\s*\\w+': 113}"
Gfans/UnifiedParticleFrameworkCUDA,src/headers/cuda7.0_include/include/thrust/detail/tuple_transform.h,.h,13675,228,0,"{'thrust::': 113, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 113}"
Gfans/UnifiedParticleFrameworkCUDA,src/headers/cuda7.0_include/include/thrust/scan.h,.h,75272,200,10,"{'thrust::': 76, '#include\\s*<thrust/': 48, 'thrust\\s*::\\s*\\w+': 76}"
Gfans/UnifiedParticleFrameworkCUDA,src/headers/cuda7.0_include/include/thrust/iterator/detail/iterator_facade_category.h,.h,9972,178,0,"{'thrust::': 84, '#include\\s*<thrust/': 10, 'thrust\\s*::\\s*\\w+': 84}"
Gfans/UnifiedParticleFrameworkCUDA,src/headers/cuda7.0_include/include/thrust/device_reference.h,.h,28048,177,0,"{'thrust::': 64, '#include\\s*<thrust/': 27, 'thrust\\s*::\\s*\\w+': 64, 'device_vector\\s*<': 22}"
Gfans/UnifiedParticleFrameworkCUDA,src/headers/cuda7.0_include/include/thrust/partition.h,.h,66850,164,0,"{'thrust::': 63, '#include\\s*<thrust/': 38, 'thrust\\s*::\\s*\\w+': 63}"
cbuchner1/ccminer,compat/thrust/binary_search.h,.h,83365,724,0,"{'thrust::': 292, '#include\\s*<thrust/': 88, 'thrust\\s*::\\s*\\w+': 292, 'device_vector\\s*<': 52}"
cbuchner1/ccminer,compat/thrust/set_operations.h,.h,182952,312,0,"{'thrust::': 124, '#include\\s*<thrust/': 64, 'thrust\\s*::\\s*\\w+': 124}"
cbuchner1/ccminer,compat/thrust/functional.h,.h,38000,283,12,"{'thrust::': 98, '#include\\s*<thrust/': 59, 'thrust\\s*::\\s*\\w+': 98, 'device_vector\\s*<': 28}"
cbuchner1/ccminer,compat/thrust/sort.h,.h,59756,227,14,"{'thrust::': 85, '#include\\s*<thrust/': 53, 'thrust\\s*::\\s*\\w+': 85, 'device_vector\\s*<': 4}"
cbuchner1/ccminer,compat/thrust/detail/tuple_transform.h,.h,13675,228,0,"{'thrust::': 113, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 113}"
cbuchner1/ccminer,compat/thrust/iterator/detail/iterator_facade_category.h,.h,11209,215,0,"{'thrust::': 103, '#include\\s*<thrust/': 9, 'thrust\\s*::\\s*\\w+': 103}"
cbuchner1/ccminer,compat/thrust/scan.h,.h,75032,200,10,"{'thrust::': 76, '#include\\s*<thrust/': 48, 'thrust\\s*::\\s*\\w+': 76}"
cbuchner1/ccminer,compat/thrust/detail/internal_functional.h,.h,18020,209,0,"{'thrust::': 102, '#include\\s*<thrust/': 5, 'thrust\\s*::\\s*\\w+': 102}"
cbuchner1/ccminer,compat/thrust/device_reference.h,.h,28048,177,0,"{'thrust::': 64, '#include\\s*<thrust/': 27, 'thrust\\s*::\\s*\\w+': 64, 'device_vector\\s*<': 22}"
cbuchner1/ccminer,compat/thrust/partition.h,.h,66606,164,0,"{'thrust::': 63, '#include\\s*<thrust/': 38, 'thrust\\s*::\\s*\\w+': 63}"
tsiv/ccminer-cryptonight,compat/thrust/binary_search.h,.h,83365,724,0,"{'thrust::': 292, '#include\\s*<thrust/': 88, 'thrust\\s*::\\s*\\w+': 292, 'device_vector\\s*<': 52}"
tsiv/ccminer-cryptonight,compat/thrust/set_operations.h,.h,182952,312,0,"{'thrust::': 124, '#include\\s*<thrust/': 64, 'thrust\\s*::\\s*\\w+': 124}"
tsiv/ccminer-cryptonight,compat/thrust/functional.h,.h,38000,283,12,"{'thrust::': 98, '#include\\s*<thrust/': 59, 'thrust\\s*::\\s*\\w+': 98, 'device_vector\\s*<': 28}"
tsiv/ccminer-cryptonight,compat/thrust/sort.h,.h,59756,227,14,"{'thrust::': 85, '#include\\s*<thrust/': 53, 'thrust\\s*::\\s*\\w+': 85, 'device_vector\\s*<': 4}"
tsiv/ccminer-cryptonight,compat/thrust/detail/tuple_transform.h,.h,13675,228,0,"{'thrust::': 113, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 113}"
tsiv/ccminer-cryptonight,compat/thrust/iterator/detail/iterator_facade_category.h,.h,11209,215,0,"{'thrust::': 103, '#include\\s*<thrust/': 9, 'thrust\\s*::\\s*\\w+': 103}"
tsiv/ccminer-cryptonight,compat/thrust/scan.h,.h,75032,200,10,"{'thrust::': 76, '#include\\s*<thrust/': 48, 'thrust\\s*::\\s*\\w+': 76}"
tsiv/ccminer-cryptonight,compat/thrust/detail/internal_functional.h,.h,18020,209,0,"{'thrust::': 102, '#include\\s*<thrust/': 5, 'thrust\\s*::\\s*\\w+': 102}"
tsiv/ccminer-cryptonight,compat/thrust/device_reference.h,.h,28048,177,0,"{'thrust::': 64, '#include\\s*<thrust/': 27, 'thrust\\s*::\\s*\\w+': 64, 'device_vector\\s*<': 22}"
tsiv/ccminer-cryptonight,compat/thrust/partition.h,.h,66606,164,0,"{'thrust::': 63, '#include\\s*<thrust/': 38, 'thrust\\s*::\\s*\\w+': 63}"
rapidsai/cudf,cpp/src/io/json/json_tree.cu,.cu,51615,167,44,"{'thrust::': 74, '#include\\s*<thrust/': 18, 'thrust\\s*::\\s*\\w+': 74, 'host_vector\\s*<': 1}"
rapidsai/cudf,cpp/benchmarks/common/generate_input.cu,.cu,48285,155,12,"{'thrust::': 68, '#include\\s*<thrust/': 19, 'thrust\\s*::\\s*\\w+': 68}"
rapidsai/cudf,cpp/src/quantiles/tdigest/tdigest_aggregation.cu,.cu,76381,126,37,"{'thrust::': 55, '#include\\s*<thrust/': 16, 'thrust\\s*::\\s*\\w+': 55}"
rapidsai/cudf,cpp/src/io/orc/writer_impl.cu,.cu,124530,125,22,"{'thrust::': 43, '#include\\s*<thrust/': 15, 'thrust\\s*::\\s*\\w+': 43, 'device_vector\\s*<': 13, 'host_vector\\s*<': 11}"
rapidsai/cudf,cpp/src/io/json/host_tree_algorithms.cu,.cu,48100,109,23,"{'thrust::': 44, '#include\\s*<thrust/': 9, 'thrust\\s*::\\s*\\w+': 44, 'host_vector\\s*<': 12}"
rapidsai/cudf,cpp/src/io/parquet/reader_impl_chunking_utils.cu,.cu,38228,104,28,"{'thrust::': 46, '#include\\s*<thrust/': 7, 'thrust\\s*::\\s*\\w+': 46, 'host_vector\\s*<': 5}"
rapidsai/cudf,cpp/src/lists/dremel.cu,.cu,21637,96,32,"{'thrust::': 44, '#include\\s*<thrust/': 8, 'thrust\\s*::\\s*\\w+': 44}"
rapidsai/cudf,cpp/src/join/sort_merge_join.cu,.cu,31177,110,8,"{'thrust::': 50, '#include\\s*<thrust/': 8, 'thrust\\s*::\\s*\\w+': 50, 'host_vector\\s*<': 2}"
rapidsai/cudf,cpp/src/io/parquet/reader_impl_preprocess.cu,.cu,39323,90,24,"{'thrust::': 39, '#include\\s*<thrust/': 7, 'thrust\\s*::\\s*\\w+': 39, 'device_vector\\s*<': 3, 'host_vector\\s*<': 2}"
rapidsai/cudf,cpp/src/io/parquet/experimental/page_index_filter.cu,.cu,38559,97,9,"{'thrust::': 41, '#include\\s*<thrust/': 5, 'thrust\\s*::\\s*\\w+': 41, 'host_vector\\s*<': 10}"
neka-nat/cupoch,src/cupoch/geometry/trianglemesh.cu,.cu,49876,445,62,"{'thrust::': 181, '#include\\s*<thrust/': 7, 'thrust\\s*::\\s*\\w+': 181, 'device_vector\\s*<': 62, 'host_vector\\s*<': 14}"
neka-nat/cupoch,src/cupoch/geometry/graph.cu,.cu,34223,314,51,"{'thrust::': 128, '#include\\s*<thrust/': 6, 'thrust\\s*::\\s*\\w+': 128, 'device_vector\\s*<': 38, 'host_vector\\s*<': 14}"
neka-nat/cupoch,src/cupoch/integration/uniform_tsdfvolume.cu,.cu,43726,241,48,"{'thrust::': 115, '#include\\s*<thrust/': 3, 'thrust\\s*::\\s*\\w+': 115, 'device_vector\\s*<': 8}"
neka-nat/cupoch,third_party/flann/algorithms/kdtree_cuda_builder.h,.h,29358,266,19,"{'thrust::': 98, '#include\\s*<thrust/': 5, 'thrust\\s*::\\s*\\w+': 98, 'device_vector\\s*<': 64, 'host_vector\\s*<': 1}"
neka-nat/cupoch,third_party/flann/algorithms/kdtree_cuda_3d_index.cu,.cu,36994,276,6,"{'thrust::': 126, '#include\\s*<thrust/': 7, 'thrust\\s*::\\s*\\w+': 126, 'device_vector\\s*<': 17}"
neka-nat/cupoch,src/cupoch/visualization/shader/simple_shader.cu,.cu,38301,226,40,"{'thrust::': 110, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 110, 'device_vector\\s*<': 4}"
